combined_id,ugc_type,wfo,valid_from_date,valid_to_date,state,fips,name,lat,lon,timezone,display_name,short_ugc,region
"MO-C107.1","County","EAX","","","MO","107","LAFAYETTE","3905","9347","CST","(MO-C107) LAFAYETTE","MO-C107","CR"
"MO-C109.1","County","SGF","","","MO","109","LAWRENCE","3707","9353","CST","(MO-C109) LAWRENCE","MO-C109","CR"
"MO-C111.1","County","LSX","","","MO","111","LEWIS","4006","9141","CST","(MO-C111) LEWIS","MO-C111","CR"
"MO-C113.1","County","LSX","","","MO","113","LINCOLN","3903","9058","CST","(MO-C113) LINCOLN","MO-C113","CR"
"MO-C115.1","County","EAX","","","MO","115","LINN","3953","9306","CST","(MO-C115) LINN","MO-C115","CR"
"MO-C117.1","County","EAX","","","MO","117","LIVINGSTON","3948","9332","CST","(MO-C117) LIVINGSTON","MO-C117","CR"
"MO-C119.1","County","SGF","","","MO","119","MCDONALD","3637","9420","CST","(MO-C119) MCDONALD","MO-C119","CR"
"MO-C121.1","County","EAX","","","MO","121","MACON","3956","9237","CST","(MO-C121) MACON","MO-C121","CR"
"MO-C123.1","County","LSX","","","MO","123","MADISON","3728","9021","CST","(MO-C123) MADISON","MO-C123","CR"
"MO-C125.1","County","SGF","","","MO","125","MARIES","3810","9154","CST","(MO-C125) MARIES","MO-C125","CR"
"MO-C127.1","County","LSX","","","MO","127","MARION","3948","9135","CST","(MO-C127) MARION","MO-C127","CR"
"MO-C129.1","County","EAX","","","MO","129","MERCER","4026","9333","CST","(MO-C129) MERCER","MO-C129","CR"
"MO-C131.1","County","SGF","","","MO","131","MILLER","3813","9226","CST","(MO-C131) MILLER","MO-C131","CR"
"MO-C133.1","County","PAH","","","MO","133","MISSISSIPPI","3652","8906","CST","(MO-C133) MISSISSIPPI","MO-C133","CR"
"MO-C135.1","County","LSX","","","MO","135","MONITEAU","3837","9237","CST","(MO-C135) MONITEAU","MO-C135","CR"
"MO-C137.1","County","LSX","","","MO","137","MONROE","3930","9200","CST","(MO-C137) MONROE","MO-C137","CR"
"MO-C139.1","County","LSX","","","MO","139","MONTGOMERY","3855","9127","CST","(MO-C139) MONTGOMERY","MO-C139","CR"
"MO-C141.1","County","SGF","","","MO","141","MORGAN","3826","9252","CST","(MO-C141) MORGAN","MO-C141","CR"
"MO-C143.1","County","PAH","","","MO","143","NEW MADRID","3639","8940","CST","(MO-C143) NEW MADRID","MO-C143","CR"
"MO-C145.1","County","SGF","","","MO","145","NEWTON","3656","9420","CST","(MO-C145) NEWTON","MO-C145","CR"
"MO-C147.1","County","EAX","","","MO","147","NODAWAY","4021","9452","CST","(MO-C147) NODAWAY","MO-C147","CR"
"MO-C149.1","County","SGF","","","MO","149","OREGON","3642","9125","CST","(MO-C149) OREGON","MO-C149","CR"
"MO-C151.1","County","LSX","","","MO","151","OSAGE","3827","9152","CST","(MO-C151) OSAGE","MO-C151","CR"
"MO-C153.1","County","SGF","","","MO","153","OZARK","3638","9227","CST","(MO-C153) OZARK","MO-C153","CR"
"MO-C155.1","County","MEG","","","MO","155","PEMISCOT","3613","8944","CST","(MO-C155) PEMISCOT","MO-C155","SR"
"MO-C157.1","County","PAH","","","MO","157","PERRY","3744","8950","CST","(MO-C157) PERRY","MO-C157","CR"
"MO-C159.1","County","EAX","","","MO","159","PETTIS","3844","9316","CST","(MO-C159) PETTIS","MO-C159","CR"
"MO-C161.1","County","SGF","","","MO","161","PHELPS","3753","9147","CST","(MO-C161) PHELPS","MO-C161","CR"
"MO-C163.1","County","LSX","","","MO","163","PIKE","3923","9106","CST","(MO-C163) PIKE","MO-C163","CR"
"MO-C165.1","County","EAX","","","MO","165","PLATTE","3921","9449","CST","(MO-C165) PLATTE","MO-C165","CR"
"MO-C167.1","County","SGF","","","MO","167","POLK","3737","9324","CST","(MO-C167) POLK","MO-C167","CR"
"MO-C169.1","County","SGF","","","MO","169","PULASKI","3751","9211","CST","(MO-C169) PULASKI","MO-C169","CR"
"MO-C171.1","County","EAX","","","MO","171","PUTNAM","4026","9302","CST","(MO-C171) PUTNAM","MO-C171","CR"
"MO-C173.1","County","LSX","","","MO","173","RALLS","3930","9127","CST","(MO-C173) RALLS","MO-C173","CR"
"MO-C175.1","County","EAX","","","MO","175","RANDOLPH","3928","9229","CST","(MO-C175) RANDOLPH","MO-C175","CR"
"MO-C177.1","County","EAX","","","MO","177","RAY","3921","9359","CST","(MO-C177) RAY","MO-C177","CR"
"MO-C179.1","County","LSX","","","MO","179","REYNOLDS","3721","9103","CST","(MO-C179) REYNOLDS","MO-C179","CR"
"MO-C181.1","County","PAH","","","MO","181","RIPLEY","3639","9052","CST","(MO-C181) RIPLEY","MO-C181","CR"
"MO-C183.1","County","LSX","","","MO","183","ST. CHARLES","3846","9035","CST","(MO-C183) ST. CHARLES","MO-C183","CR"
"MO-C185.1","County","SGF","","","MO","185","ST. CLAIR","3802","9347","CST","(MO-C185) ST. CLAIR","MO-C185","CR"
"MO-C186.1","County","LSX","","","MO","186","STE. GENEVIEVE","3752","9011","CST","(MO-C186) STE. GENEVIEVE","MO-C186","CR"
"MO-C187.1","County","LSX","","","MO","187","ST. FRANCOIS","3749","9025","CST","(MO-C187) ST. FRANCOIS","MO-C187","CR"
"MO-C189.1","County","LSX","","","MO","189","ST. LOUIS","3838","9027","CST","(MO-C189) ST. LOUIS","MO-C189","CR"
"MO-C195.1","County","EAX","","","MO","195","SALINE","3907","9311","CST","(MO-C195) SALINE","MO-C195","CR"
"MO-C197.1","County","EAX","","","MO","197","SCHUYLER","4028","9233","CST","(MO-C197) SCHUYLER","MO-C197","CR"
"MO-C199.1","County","DVN","","","MO","199","SCOTLAND","4027","9209","CST","(MO-C199) SCOTLAND","MO-C199","CR"
"MO-C201.1","County","PAH","","","MO","201","SCOTT","3708","8926","CST","(MO-C201) SCOTT","MO-C201","CR"
"MO-C203.1","County","SGF","","","MO","203","SHANNON","3709","9124","CST","(MO-C203) SHANNON","MO-C203","CR"
"MO-C205.1","County","LSX","","","MO","205","SHELBY","3948","9204","CST","(MO-C205) SHELBY","MO-C205","CR"
"MO-C207.1","County","PAH","","","MO","207","STODDARD","3651","8957","CST","(MO-C207) STODDARD","MO-C207","CR"
"MO-C209.1","County","SGF","","","MO","209","STONE","3644","9327","CST","(MO-C209) STONE","MO-C209","CR"
"MO-C211.1","County","EAX","","","MO","211","SULLIVAN","4013","9307","CST","(MO-C211) SULLIVAN","MO-C211","CR"
"MO-C213.1","County","SGF","","","MO","213","TANEY","3640","9303","CST","(MO-C213) TANEY","MO-C213","CR"
"MO-C215.1","County","SGF","","","MO","215","TEXAS","3721","9153","CST","(MO-C215) TEXAS","MO-C215","CR"
"MO-C217.1","County","SGF","","","MO","217","VERNON","3751","9420","CST","(MO-C217) VERNON","MO-C217","CR"
"MO-C219.1","County","LSX","","","MO","219","WARREN","3845","9110","CST","(MO-C219) WARREN","MO-C219","CR"
"MO-C221.1","County","LSX","","","MO","221","WASHINGTON","3758","9053","CST","(MO-C221) WASHINGTON","MO-C221","CR"
"MO-C223.1","County","PAH","","","MO","223","WAYNE","3706","9027","CST","(MO-C223) WAYNE","MO-C223","CR"
"MO-C225.1","County","SGF","","","MO","225","WEBSTER","3717","9253","CST","(MO-C225) WEBSTER","MO-C225","CR"
"MO-C227.1","County","EAX","","","MO","227","WORTH","4029","9425","CST","(MO-C227) WORTH","MO-C227","CR"
"MO-C229.1","County","SGF","","","MO","229","WRIGHT","3717","9229","CST","(MO-C229) WRIGHT","MO-C229","CR"
"MO-C510.1","County","LSX","","","MO","510","ST. LOUIS (C)","3837","9015","CST","(MO-C510) ST. LOUIS (C)","MO-C510","CR"
"MO-Z001.1","Zone","EAX","","","MO","1","ATCHISON","","","CST","(MO-Z001) ATCHISON","MO-Z001","CR"
"MO-Z002.1","Zone","EAX","","","MO","2","NODAWAY","","","CST","(MO-Z002) NODAWAY","MO-Z002","CR"
"MO-Z003.1","Zone","EAX","","","MO","3","WORTH","","","CST","(MO-Z003) WORTH","MO-Z003","CR"
"MO-Z004.1","Zone","EAX","","","MO","4","GENTRY","","","CST","(MO-Z004) GENTRY","MO-Z004","CR"
"MO-Z005.1","Zone","EAX","","","MO","5","HARRISON","","","CST","(MO-Z005) HARRISON","MO-Z005","CR"
"MO-Z006.1","Zone","EAX","","","MO","6","MERCER","","","CST","(MO-Z006) MERCER","MO-Z006","CR"
"MO-Z007.1","Zone","EAX","","","MO","7","PUTNAM","","","CST","(MO-Z007) PUTNAM","MO-Z007","CR"
"MO-Z008.1","Zone","EAX","","","MO","8","SCHUYLER","","","CST","(MO-Z008) SCHUYLER","MO-Z008","CR"
"MO-Z009.1","Zone","DVN","","","MO","9","SCOTLAND","","","CST","(MO-Z009) SCOTLAND","MO-Z009","CR"
"MO-Z010.1","Zone","DVN","","","MO","10","CLARK","","","CST","(MO-Z010) CLARK","MO-Z010","CR"
"MO-Z011.1","Zone","EAX","","","MO","11","HOLT","","","CST","(MO-Z011) HOLT","MO-Z011","CR"
"MO-Z012.1","Zone","EAX","","","MO","12","ANDREW","","","CST","(MO-Z012) ANDREW","MO-Z012","CR"
"MO-Z013.1","Zone","EAX","","","MO","13","DE KALB","","","CST","(MO-Z013) DE KALB","MO-Z013","CR"
"MO-Z014.1","Zone","EAX","","","MO","14","DAVIESS","","","CST","(MO-Z014) DAVIESS","MO-Z014","CR"
"MO-Z015.1","Zone","EAX","","","MO","15","GRUNDY","","","CST","(MO-Z015) GRUNDY","MO-Z015","CR"
"MO-Z016.1","Zone","EAX","","","MO","16","SULLIVAN","","","CST","(MO-Z016) SULLIVAN","MO-Z016","CR"
"MO-Z017.1","Zone","EAX","","","MO","17","ADAIR","","","CST","(MO-Z017) ADAIR","MO-Z017","CR"
"MO-Z018.1","Zone","LSX","","","MO","18","KNOX","","","CST","(MO-Z018) KNOX","MO-Z018","CR"
"MO-Z019.1","Zone","LSX","","","MO","19","LEWIS","","","CST","(MO-Z019) LEWIS","MO-Z019","CR"
"MO-Z020.1","Zone","EAX","","","MO","20","BUCHANAN","","","CST","(MO-Z020) BUCHANAN","MO-Z020","CR"
"MO-Z021.1","Zone","EAX","","","MO","21","CLINTON","","","CST","(MO-Z021) CLINTON","MO-Z021","CR"
"MO-Z022.1","Zone","EAX","","","MO","22","CALDWELL","","","CST","(MO-Z022) CALDWELL","MO-Z022","CR"
"MO-Z023.1","Zone","EAX","","","MO","23","LIVINGSTON","","","CST","(MO-Z023) LIVINGSTON","MO-Z023","CR"
"MO-Z024.1","Zone","EAX","","","MO","24","LINN","","","CST","(MO-Z024) LINN","MO-Z024","CR"
"MO-Z025.1","Zone","EAX","","","MO","25","MACON","","","CST","(MO-Z025) MACON","MO-Z025","CR"
"MO-Z026.1","Zone","LSX","","","MO","26","SHELBY","","","CST","(MO-Z026) SHELBY","MO-Z026","CR"
"MO-Z027.1","Zone","LSX","","","MO","27","MARION","","","CST","(MO-Z027) MARION","MO-Z027","CR"
"MO-Z028.1","Zone","EAX","","","MO","28","PLATTE","","","CST","(MO-Z028) PLATTE","MO-Z028","CR"
"MO-Z029.1","Zone","EAX","","","MO","29","CLAY","","","CST","(MO-Z029) CLAY","MO-Z029","CR"
"MO-Z030.1","Zone","EAX","","","MO","30","RAY","","","CST","(MO-Z030) RAY","MO-Z030","CR"
"MO-Z031.1","Zone","EAX","","","MO","31","CARROLL","","","CST","(MO-Z031) CARROLL","MO-Z031","CR"
"MO-Z032.1","Zone","EAX","","","MO","32","CHARITON","","","CST","(MO-Z032) CHARITON","MO-Z032","CR"
"MO-Z033.1","Zone","EAX","","","MO","33","RANDOLPH","","","CST","(MO-Z033) RANDOLPH","MO-Z033","CR"
"MO-Z034.1","Zone","LSX","","","MO","34","MONROE","","","CST","(MO-Z034) MONROE","MO-Z034","CR"
"MO-Z035.1","Zone","LSX","","","MO","35","RALLS","","","CST","(MO-Z035) RALLS","MO-Z035","CR"
"MO-Z036.1","Zone","LSX","","","MO","36","PIKE","","","CST","(MO-Z036) PIKE","MO-Z036","CR"
"MO-Z037.1","Zone","EAX","","","MO","37","JACKSON","","","CST","(MO-Z037) JACKSON","MO-Z037","CR"
"MO-Z038.1","Zone","EAX","","","MO","38","LAFAYETTE","","","CST","(MO-Z038) LAFAYETTE","MO-Z038","CR"
"MO-Z039.1","Zone","EAX","","","MO","39","SALINE","","","CST","(MO-Z039) SALINE","MO-Z039","CR"
"MO-Z040.1","Zone","EAX","","","MO","40","HOWARD","","","CST","(MO-Z040) HOWARD","MO-Z040","CR"
"MO-Z041.1","Zone","LSX","","","MO","41","BOONE","","","CST","(MO-Z041) BOONE","MO-Z041","CR"
"MO-Z042.1","Zone","LSX","","","MO","42","AUDRAIN","","","CST","(MO-Z042) AUDRAIN","MO-Z042","CR"
"MO-Z043.1","Zone","EAX","","","MO","43","CASS","","","CST","(MO-Z043) CASS","MO-Z043","CR"
"MO-Z044.1","Zone","EAX","","","MO","44","JOHNSON","","","CST","(MO-Z044) JOHNSON","MO-Z044","CR"
"MO-Z045.1","Zone","EAX","","","MO","45","PETTIS","","","CST","(MO-Z045) PETTIS","MO-Z045","CR"
"MO-Z046.1","Zone","EAX","","","MO","46","COOPER","","","CST","(MO-Z046) COOPER","MO-Z046","CR"
"MO-Z047.1","Zone","LSX","","","MO","47","MONITEAU","","","CST","(MO-Z047) MONITEAU","MO-Z047","CR"
"MO-Z048.1","Zone","LSX","","","MO","48","COLE","","","CST","(MO-Z048) COLE","MO-Z048","CR"
"MO-Z049.1","Zone","LSX","","","MO","49","OSAGE","","","CST","(MO-Z049) OSAGE","MO-Z049","CR"
"MO-Z050.1","Zone","LSX","","","MO","50","CALLAWAY","","","CST","(MO-Z050) CALLAWAY","MO-Z050","CR"
"MO-Z051.1","Zone","LSX","","","MO","51","MONTGOMERY","","","CST","(MO-Z051) MONTGOMERY","MO-Z051","CR"
"MO-Z052.1","Zone","LSX","","","MO","52","LINCOLN","","","CST","(MO-Z052) LINCOLN","MO-Z052","CR"
"MO-Z053.1","Zone","EAX","","","MO","53","BATES","","","CST","(MO-Z053) BATES","MO-Z053","CR"
"MO-Z054.1","Zone","EAX","","","MO","54","HENRY","","","CST","(MO-Z054) HENRY","MO-Z054","CR"
"MO-Z055.1","Zone","SGF","","","MO","55","BENTON","","","CST","(MO-Z055) BENTON","MO-Z055","CR"
"MO-Z056.1","Zone","SGF","","","MO","56","MORGAN","","","CST","(MO-Z056) MORGAN","MO-Z056","CR"
"MO-Z057.1","Zone","SGF","","","MO","57","MILLER","","","CST","(MO-Z057) MILLER","MO-Z057","CR"
"MO-Z058.1","Zone","SGF","","","MO","58","MARIES","","","CST","(MO-Z058) MARIES","MO-Z058","CR"
"MO-Z059.1","Zone","LSX","","","MO","59","GASCONADE","","","CST","(MO-Z059) GASCONADE","MO-Z059","CR"
"MO-Z060.1","Zone","LSX","","","MO","60","WARREN","","","CST","(MO-Z060) WARREN","MO-Z060","CR"
"MO-Z061.1","Zone","LSX","","","MO","61","ST. CHARLES","","","CST","(MO-Z061) ST. CHARLES","MO-Z061","CR"
"MO-Z062.1","Zone","LSX","","","MO","62","FRANKLIN","","","CST","(MO-Z062) FRANKLIN","MO-Z062","CR"
"MO-Z063.1","Zone","LSX","","","MO","63","ST. LOUIS","","","CST","(MO-Z063) ST. LOUIS","MO-Z063","CR"
"MO-Z064.1","Zone","LSX","","","MO","64","ST. LOUIS (C)","","","CST","(MO-Z064) ST. LOUIS (C)","MO-Z064","CR"
"MO-Z065.1","Zone","LSX","","","MO","65","JEFFERSON","","","CST","(MO-Z065) JEFFERSON","MO-Z065","CR"
"MO-Z066.1","Zone","SGF","","","MO","66","VERNON","","","CST","(MO-Z066) VERNON","MO-Z066","CR"
"MO-Z067.1","Zone","SGF","","","MO","67","ST. CLAIR","","","CST","(MO-Z067) ST. CLAIR","MO-Z067","CR"
"MO-Z068.1","Zone","SGF","","","MO","68","HICKORY","","","CST","(MO-Z068) HICKORY","MO-Z068","CR"
"MO-Z069.1","Zone","SGF","","","MO","69","CAMDEN","","","CST","(MO-Z069) CAMDEN","MO-Z069","CR"
"MO-Z070.1","Zone","SGF","","","MO","70","PULASKI","","","CST","(MO-Z070) PULASKI","MO-Z070","CR"
"MO-Z071.1","Zone","SGF","","","MO","71","PHELPS","","","CST","(MO-Z071) PHELPS","MO-Z071","CR"
"MO-Z072.1","Zone","LSX","","","MO","72","CRAWFORD","","","CST","(MO-Z072) CRAWFORD","MO-Z072","CR"
"MO-Z073.1","Zone","LSX","","","MO","73","WASHINGTON","","","CST","(MO-Z073) WASHINGTON","MO-Z073","CR"
"MO-Z074.1","Zone","LSX","","","MO","74","ST. FRANCOIS","","","CST","(MO-Z074) ST. FRANCOIS","MO-Z074","CR"
"MO-Z075.1","Zone","LSX","","","MO","75","STE. GENEVIEVE","","","CST","(MO-Z075) STE. GENEVIEVE","MO-Z075","CR"
"MO-Z076.1","Zone","PAH","","","MO","76","PERRY","","","CST","(MO-Z076) PERRY","MO-Z076","CR"
"MO-Z077.1","Zone","SGF","","","MO","77","BARTON","","","CST","(MO-Z077) BARTON","MO-Z077","CR"
"MO-Z078.1","Zone","SGF","","","MO","78","CEDAR","","","CST","(MO-Z078) CEDAR","MO-Z078","CR"
"MO-Z079.1","Zone","SGF","","","MO","79","POLK","","","CST","(MO-Z079) POLK","MO-Z079","CR"
"MO-Z080.1","Zone","SGF","","","MO","80","DALLAS","","","CST","(MO-Z080) DALLAS","MO-Z080","CR"
"MO-Z081.1","Zone","SGF","","","MO","81","LACLEDE","","","CST","(MO-Z081) LACLEDE","MO-Z081","CR"
"MO-Z082.1","Zone","SGF","","","MO","82","TEXAS","","","CST","(MO-Z082) TEXAS","MO-Z082","CR"
"MO-Z083.1","Zone","SGF","","","MO","83","DENT","","","CST","(MO-Z083) DENT","MO-Z083","CR"
"MO-Z084.1","Zone","LSX","","","MO","84","IRON","","","CST","(MO-Z084) IRON","MO-Z084","CR"
"MO-Z085.1","Zone","LSX","","","MO","85","MADISON","","","CST","(MO-Z085) MADISON","MO-Z085","CR"
"MO-Z086.1","Zone","PAH","","","MO","86","BOLLINGER","","","CST","(MO-Z086) BOLLINGER","MO-Z086","CR"
"MO-Z087.1","Zone","PAH","","","MO","87","CAPE GIRARDEAU","","","CST","(MO-Z087) CAPE GIRARDEAU","MO-Z087","CR"
"MO-Z088.1","Zone","SGF","","","MO","88","JASPER","","","CST","(MO-Z088) JASPER","MO-Z088","CR"
"MO-Z089.1","Zone","SGF","","","MO","89","DADE","","","CST","(MO-Z089) DADE","MO-Z089","CR"
"MO-Z090.1","Zone","SGF","","","MO","90","GREENE","","","CST","(MO-Z090) GREENE","MO-Z090","CR"
"MO-Z091.1","Zone","SGF","","","MO","91","WEBSTER","","","CST","(MO-Z091) WEBSTER","MO-Z091","CR"
"MO-Z092.1","Zone","SGF","","","MO","92","WRIGHT","","","CST","(MO-Z092) WRIGHT","MO-Z092","CR"
"MO-Z093.1","Zone","SGF","","","MO","93","NEWTON","","","CST","(MO-Z093) NEWTON","MO-Z093","CR"
"MO-Z094.1","Zone","SGF","","","MO","94","LAWRENCE","","","CST","(MO-Z094) LAWRENCE","MO-Z094","CR"
"MO-Z095.1","Zone","SGF","","","MO","95","CHRISTIAN","","","CST","(MO-Z095) CHRISTIAN","MO-Z095","CR"
"MO-Z096.1","Zone","SGF","","","MO","96","DOUGLAS","","","CST","(MO-Z096) DOUGLAS","MO-Z096","CR"
"MO-Z097.1","Zone","SGF","","","MO","97","HOWELL","","","CST","(MO-Z097) HOWELL","MO-Z097","CR"
"MO-Z098.1","Zone","SGF","","","MO","98","SHANNON","","","CST","(MO-Z098) SHANNON","MO-Z098","CR"
"MO-Z099.1","Zone","LSX","","","MO","99","REYNOLDS","","","CST","(MO-Z099) REYNOLDS","MO-Z099","CR"
"MO-Z100.1","Zone","PAH","","","MO","100","WAYNE","","","CST","(MO-Z100) WAYNE","MO-Z100","CR"
"MO-Z101.1","Zone","SGF","","","MO","101","MCDONALD","","","CST","(MO-Z101) MCDONALD","MO-Z101","CR"
"MO-Z102.1","Zone","SGF","","","MO","102","BARRY","","","CST","(MO-Z102) BARRY","MO-Z102","CR"
"MO-Z103.1","Zone","SGF","","","MO","103","STONE","","","CST","(MO-Z103) STONE","MO-Z103","CR"
"MO-Z104.1","Zone","SGF","","","MO","104","TANEY","","","CST","(MO-Z104) TANEY","MO-Z104","CR"
"MO-Z105.1","Zone","SGF","","","MO","105","OZARK","","","CST","(MO-Z105) OZARK","MO-Z105","CR"
"MO-Z106.1","Zone","SGF","","","MO","106","OREGON","","","CST","(MO-Z106) OREGON","MO-Z106","CR"
"MO-Z107.1","Zone","PAH","","","MO","107","CARTER","","","CST","(MO-Z107) CARTER","MO-Z107","CR"
"MO-Z108.1","Zone","PAH","","","MO","108","RIPLEY","","","CST","(MO-Z108) RIPLEY","MO-Z108","CR"
"MO-Z109.1","Zone","PAH","","","MO","109","BUTLER","","","CST","(MO-Z109) BUTLER","MO-Z109","CR"
"MO-Z110.1","Zone","PAH","","","MO","110","STODDARD","","","CST","(MO-Z110) STODDARD","MO-Z110","CR"
"MO-Z111.1","Zone","PAH","","","MO","111","SCOTT","","","CST","(MO-Z111) SCOTT","MO-Z111","CR"
"MO-Z112.1","Zone","PAH","","","MO","112","MISSISSIPPI","","","CST","(MO-Z112) MISSISSIPPI","MO-Z112","CR"
"MO-Z113.1","Zone","MEG","","","MO","113","DUNKLIN","","","CST","(MO-Z113) DUNKLIN","MO-Z113","SR"
"MO-Z114.1","Zone","PAH","","","MO","114","NEW MADRID","","","CST","(MO-Z114) NEW MADRID","MO-Z114","CR"
"MO-Z115.1","Zone","MEG","","","MO","115","PEMISCOT","","","CST","(MO-Z115) PEMISCOT","MO-Z115","SR"
"MS-C001.1","County","JAN","","","MS","1","ADAMS","3129","9123","CST","(MS-C001) ADAMS","MS-C001","SR"
"MS-C003.1","County","MEG","","","MS","3","ALCORN","3452","8834","CST","(MS-C003) ALCORN","MS-C003","SR"
"MS-C005.1","County","LIX","","","MS","5","AMITE","3111","9048","CST","(MS-C005) AMITE","MS-C005","SR"
"MS-C007.1","County","JAN","","","MS","7","ATTALA","3306","8936","CST","(MS-C007) ATTALA","MS-C007","SR"
"MS-C009.1","County","MEG","","","MS","9","BENTON","3447","8910","CST","(MS-C009) BENTON","MS-C009","SR"
"MS-C011.1","County","JAN","","","MS","11","BOLIVAR","3350","9055","CST","(MS-C011) BOLIVAR","MS-C011","SR"
"MS-C013.1","County","MEG","","","MS","13","CALHOUN","3350","8918","CST","(MS-C013) CALHOUN","MS-C013","SR"
"MS-C015.1","County","JAN","","","MS","15","CARROLL","3327","8953","CST","(MS-C015) CARROLL","MS-C015","SR"
"MS-C017.1","County","MEG","","","MS","17","CHICKASAW","3354","8857","CST","(MS-C017) CHICKASAW","MS-C017","SR"
"MS-C019.1","County","JAN","","","MS","19","CHOCTAW","3319","8916","CST","(MS-C019) CHOCTAW","MS-C019","SR"
"MS-C021.1","County","JAN","","","MS","21","CLAIBORNE","3159","9059","CST","(MS-C021) CLAIBORNE","MS-C021","SR"
"MS-C023.1","County","JAN","","","MS","23","CLARKE","3202","8840","CST","(MS-C023) CLARKE","MS-C023","SR"
"MS-C025.1","County","JAN","","","MS","25","CLAY","3338","8844","CST","(MS-C025) CLAY","MS-C025","SR"
"MS-C027.1","County","MEG","","","MS","27","COAHOMA","3414","9037","CST","(MS-C027) COAHOMA","MS-C027","SR"
"MS-C029.1","County","JAN","","","MS","29","COPIAH","3152","9027","CST","(MS-C029) COPIAH","MS-C029","SR"
"MS-C031.1","County","JAN","","","MS","31","COVINGTON","3137","8935","CST","(MS-C031) COVINGTON","MS-C031","SR"
"MS-C033.1","County","MEG","","","MS","33","DE SOTO","3452","8955","CST","(MS-C033) DE SOTO","MS-C033","SR"
"MS-C035.1","County","JAN","","","MS","35","FORREST","3113","8916","CST","(MS-C035) FORREST","MS-C035","SR"
"MS-C037.1","County","JAN","","","MS","37","FRANKLIN","3128","9053","CST","(MS-C037) FRANKLIN","MS-C037","SR"
"MS-C039.1","County","MOB","","","MS","39","GEORGE","3053","8839","CST","(MS-C039) GEORGE","MS-C039","SR"
"MS-C041.1","County","MOB","","","MS","41","GREENE","3114","8838","CST","(MS-C041) GREENE","MS-C041","SR"
"MS-C043.1","County","JAN","","","MS","43","GRENADA","3348","8947","CST","(MS-C043) GRENADA","MS-C043","SR"
"MS-C045.1","County","LIX","","","MS","45","HANCOCK","3027","8930","CST","(MS-C045) HANCOCK","MS-C045","SR"
"MS-C047.1","County","LIX","","","MS","47","HARRISON","3032","8906","CST","(MS-C047) HARRISON","MS-C047","SR"
"MS-C049.1","County","JAN","","","MS","49","HINDS","3217","9023","CST","(MS-C049) HINDS","MS-C049","SR"
"MS-C051.1","County","JAN","","","MS","51","HOLMES","3308","9006","CST","(MS-C051) HOLMES","MS-C051","SR"
"MS-C053.1","County","JAN","","","MS","53","HUMPHREYS","3308","9031","CST","(MS-C053) HUMPHREYS","MS-C053","SR"
"MS-C055.1","County","JAN","","","MS","55","ISSAQUENA","3245","9056","CST","(MS-C055) ISSAQUENA","MS-C055","SR"
"MS-C057.1","County","MEG","","","MS","57","ITAWAMBA","3417","8821","CST","(MS-C057) ITAWAMBA","MS-C057","SR"
"MS-C059.1","County","LIX","","","MS","59","JACKSON","3034","8839","CST","(MS-C059) JACKSON","MS-C059","SR"
"MS-C061.1","County","JAN","","","MS","61","JASPER","3202","8906","CST","(MS-C061) JASPER","MS-C061","SR"
"MS-C063.1","County","JAN","","","MS","63","JEFFERSON","3145","9102","CST","(MS-C063) JEFFERSON","MS-C063","SR"
"MS-C065.1","County","JAN","","","MS","65","JEFFERSON DAVIS","3135","8947","CST","(MS-C065) JEFFERSON DAVIS","MS-C065","SR"
"MS-C067.1","County","JAN","","","MS","67","JONES","3137","8911","CST","(MS-C067) JONES","MS-C067","SR"
"MS-C069.1","County","JAN","","","MS","69","KEMPER","3244","8839","CST","(MS-C069) KEMPER","MS-C069","SR"
"MS-C071.1","County","MEG","","","MS","71","LAFAYETTE","3422","8928","CST","(MS-C071) LAFAYETTE","MS-C071","SR"
"MS-C073.1","County","JAN","","","MS","73","LAMAR","3113","8930","CST","(MS-C073) LAMAR","MS-C073","SR"
"MS-C075.1","County","JAN","","","MS","75","LAUDERDALE","3224","8839","CST","(MS-C075) LAUDERDALE","MS-C075","SR"
"MS-C077.1","County","JAN","","","MS","77","LAWRENCE","3133","9026","CST","(MS-C077) LAWRENCE","MS-C077","SR"
"MS-C079.1","County","JAN","","","MS","79","LEAKE","3243","8931","CST","(MS-C079) LEAKE","MS-C079","SR"
"MS-C081.1","County","MEG","","","MS","81","LEE","3418","8839","CST","(MS-C081) LEE","MS-C081","SR"
"MS-C083.1","County","JAN","","","MS","83","LEFLORE","3333","9016","CST","(MS-C083) LEFLORE","MS-C083","SR"
"MS-C085.1","County","JAN","","","MS","85","LINCOLN","3132","9030","CST","(MS-C085) LINCOLN","MS-C085","SR"
"MS-C087.1","County","JAN","","","MS","87","LOWNDES","3330","8827","CST","(MS-C087) LOWNDES","MS-C087","SR"
"MS-C089.1","County","JAN","","","MS","89","MADISON","3238","9005","CST","(MS-C089) MADISON","MS-C089","SR"
"MS-C091.1","County","JAN","","","MS","91","MARION","3113","8951","CST","(MS-C091) MARION","MS-C091","SR"
"MS-C093.1","County","MEG","","","MS","93","MARSHALL","3446","8930","CST","(MS-C093) MARSHALL","MS-C093","SR"
"MS-C095.1","County","MEG","","","MS","95","MONROE","3352","8828","CST","(MS-C095) MONROE","MS-C095","SR"
"MS-C097.1","County","JAN","","","MS","97","MONTGOMERY","3329","8937","CST","(MS-C097) MONTGOMERY","MS-C097","SR"
